,ASIN,Brand,Category,SalesRank,BrandURL
43,B07VGLC8S1,BusyPuzzle,"Handmade Products,Toys & Games,Baby & Toddler Toys",433,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ABusyPuzzle
28,B01D466CO4,Cairui Design,"Handmade Products,Jewelry,Necklaces,Pendant",451,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ACairui+Design
40,B06XG3RK43,Gracefully Made Jewelry,"Handmade Products,Jewelry,Necklaces,Pendant",501,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AGracefully+Made+Jewelry
55,B07GJJWXRZ,IncredibleDecals,"Handmade Products,Baby,Nursery,Nursery Décor,Wall Letters & Numbers",510,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AIncredibleDecals
796,B07C2JFBSW,Zoeartcrafts,"Handmade Products,Stationery & Party Supplies,Party Supplies,Centerpieces",641,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AZoeartcrafts
52,B015YI5I40,Simple Xpressions,"Handmade Products,Jewelry,Rings,Stacking",687,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ASimple+Xpressions
25,B07CP3RWVL,Hip Flask Plus,"Handmade Products,Home & Kitchen,Kitchen & Dining,Kitchen Utensils & Tools,Cutting Boards",695,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AHip+Flask+Plus
58,B071CQHB8S,Define Design 11,"Handmade Products,Handmade Wedding,Wedding Décor,Candles & Holders,Candles",721,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ADefine+Design+11
45,B083V78HC1,Custom T-shirts Printing and Embroidery - Place4Print,"Handmade Products,Home & Kitchen,Kitchen & Dining,Kitchen Linen,Aprons",776,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ACustom+T-shirts+Printing+and+Embroidery+-+Place4Print
34,B07HGHN8BG,Mikarya,"Handmade Products,Jewelry,Necklaces,Pendant",848,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AMikarya
41,B079C65VVP,Hereafter,"Handmade Products,Stationery & Party Supplies,Stationery,Notecards & Greeting Cards",1034,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AHereafter
791,B07JNTQRPL,Figment and Fable,"Handmade Products,Home & Kitchen,Kitchen & Dining,Kitchen Linen,Kitchen Cozies",1073,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AFigment+and+Fable
49,B08K9BQRKR,MoonlightMakers,"Handmade Products,Home & Kitchen,Kitchen & Dining,Kitchen Linen,Dish Cloths & Towels",1104,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AMoonlightMakers
50489,B073YH6QNB,Pegai,"Handmade Products,Clothing, Shoes & Accessories,Luggage & Travel Gear,Wallets & Bag Accessories",1197,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3APegai
798,B078SXDPX3,EBM Creations,"Handmade Products,Home & Kitchen,Home Décor,Home Fragrance",1312,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AEBM+Creations
50487,B01ECXX3B8,BeGenuine,"Handmade Products,Handmade Wedding,Jewelry & Jewelry Accessories,Bracelets,Cuffs",1352,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ABeGenuine
57,B071DSFGPH,Danique Jewelry,"Handmade Products,Jewelry,Necklaces,Pendant",1699,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ADanique+Jewelry
59,B01MYNV5HY,Love It Personalized,"Handmade Products,Handmade Wedding,Jewelry & Jewelry Accessories,Necklaces,Pendants",1984,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ALove+It+Personalized
43630,B0934WFQTW,Colors Padmini,"Handmade Products,Home & Kitchen,Home Décor,Curtains, Blinds & Shutters",3019,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AColors+Padmini
50758,B07XP1H3T8,EMMANUELA handcrafted for you,"Handmade Products,Jewelry,Earrings,Stud",3968,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AEMMANUELA+handcrafted+for+you
44214,B074PJ7ZN6,Anemone Jewelry,Handmade,4604,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AAnemone+Jewelry
43517,B07QNNL4JL,LIVING FLAGS STORE,"Handmade Products,Home & Kitchen,Patio, Lawn & Garden,Outdoor Décor",4668,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ALIVING+FLAGS+STORE
44172,B07M7XQD1X,JewelryGhouse,Handmade,4958,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AJewelryGhouse
43479,B08R91WBRX,LaRetrotienda,"Handmade Products,Home & Kitchen,Home Décor,Children's Room Décor",5260,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ALaRetrotienda
43704,B07CM63BK5,D%26M Leather Studio,"Handmade Products,Clothing, Shoes & Accessories,Luggage & Travel Gear,Wallets & Bag Accessories,Bag Organizers",5353,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AD%26M+Leather+Studio
44597,B07QGW8NPH,Handmade Bobblehead,"Handmade Products,Home & Kitchen,Home Décor,Decorative Accessories,Figurines",5412,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AHandmade+Bobblehead
50502,B07J64QPVZ,Hilis Jewelry,"Handmade Products,Handmade Wedding,Jewelry & Jewelry Accessories,Necklaces,Pendants",6119,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AHilis+Jewelry
50519,B082NV64Q8,Zoomoni,"Handmade Products,Clothing, Shoes & Accessories,Luggage & Travel Gear,Wallets & Bag Accessories,Bag Organizers",6516,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AZoomoni
45434,B06XWGJ91H,amazinite,"Handmade Products,Handmade Wedding,Jewelry & Jewelry Accessories,Necklaces,Chains",6688,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3Aamazinite
50494,B08WNNB2F7,CHIC IN GOLD,"Handmade Products,Handmade Wedding,Jewelry & Jewelry Accessories,Necklaces,Chains",7053,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ACHIC+IN+GOLD
51000,B01AGROQZG,coolNaturalJewelry,"Handmade Products,Jewelry,Rings,Wedding & Engagement,Wedding",7475,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AcoolNaturalJewelry
45402,B08JRS1ZLN,Global Ship and Shore,"Handmade Products,Sports & Outdoors",8518,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AGlobal+Ship+and+Shore
50430,B01CYYZ5OK,Kallen Design,Handmade,8547,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AKallen+Design
950,B07HD9DJB2,RPVincent,"Handmade Products,Jewelry,Rings,Statement",9697,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ARPVincent
50504,B07GFQV1SQ,GiftShopist,"Handmade Products,Jewelry,Necklaces,Chain",9812,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AGiftShopist
43733,B015XM0EG4,NadinArtDesign,"Handmade Products,Handmade Wedding,Jewelry & Jewelry Accessories,Bracelets,Cuffs",11469,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ANadinArtDesign
50237,B01MS9ZNIP,Gogh Jewelry Design,"Handmade Products,Jewelry,Necklaces,Pendant",11614,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AGogh+Jewelry+Design
45435,B07BDQDB2V,Nixie Star,"Handmade Products,Home & Kitchen,Home Décor,Clocks",12341,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ANixie+Star
1463,B07RGRV7X7,Rosler,"Handmade Products,Jewelry,Rings,Wedding & Engagement,Wedding",13227,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ARosler
50497,B082VGPQZX,uralstones,"Handmade Products,Jewelry,Necklaces",13376,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3Auralstones
43473,B07NP17G88,Goldbarons,"Handmade Products,Jewelry,Rings,Band",14732,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AGoldbarons
982,B06XJ9LYVV,American Bench Craft,"Handmade Products,Clothing, Shoes & Accessories,Men,Accessories,Belts",14774,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AAmerican+Bench+Craft
1008,B08MWSNR1X,Gun Grips,"Handmade Products,Sports & Outdoors,Hunting & Shooting",15859,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AGun+Grips
45080,B07TJ3J5Z1,Jewelry Lab,"Handmade Products,Jewelry,Rings,Signet",16141,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AJewelry+Lab
44606,B07K2JHGSP,Takis Pavlopoulos- -Kiriakos Giannopoulos,"Handmade Products,Jewelry,Rings,Band",17060,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ATakis+Pavlopoulos-+-Kiriakos+Giannopoulos
50505,B0166ARDF2,Danielle Joy Designs,"Handmade Products,Jewelry,Necklaces,Pendant",17077,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ADanielle+Joy+Designs
43514,B08LBW6DHB,ForgedCommoditiesUA,Handmade,17375,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AForgedCommoditiesUA
45521,B08RLV46YP,mysticalanatolia,Handmade,18733,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3Amysticalanatolia
50513,B07MDTX345,AlmostFamousa,"Handmade Products,Jewelry,Bracelets,Wrap",18907,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AAlmostFamousa
43202,B07GNMZGW6,NADAV ART,"Handmade Products,Home & Kitchen,Home Décor,Decorative Accessories,Ornaments",18942,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ANADAV+ART
50755,B07VBPTVYR,Enso Jewellery,"Handmade Products,Jewelry,Earrings,Stud",19043,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AEnso+Jewellery
50509,B07LCS7W9F,TribalTess,"Handmade Products,Jewelry,Necklaces,Strand",19271,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ATribalTess
43186,B073YJ8GXY,The Confetti Home,"Handmade Products,Home & Kitchen,Home Décor,Signs & Plaques",19355,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AThe+Confetti+Home
51020,B07NQRXJ51,The Artisan and Company,"Handmade Products,Clothing, Shoes & Accessories,Handbags & Shoulder Bags,Cross-Body Bags",19927,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AThe+Artisan+and+Company
42909,B084STNTKG,Whitetail Woodcrafters,Handmade,20238,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AWhitetail+Woodcrafters
50516,B08YD49X9P,Silverpalaceco,"Handmade Products,Jewelry,Rings,Statement",21637,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ASilverpalaceco
50757,B01AIF4ASE,Handmado,"Handmade Products,Jewelry,Necklaces,Pendant",21806,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AHandmado
1446,B08GJSH1M8,LatikaJewelry,"Handmade Products,Jewelry,Rings,Stacking",21979,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ALatikaJewelry
50510,B094PMQ5MN,ElisaJewelryArt,"Handmade Products,Jewelry,Necklaces,Strand",22626,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AElisaJewelryArt
50517,B07RS517R9,Storiarts,"Handmade Products,Clothing, Shoes & Accessories,Handbags & Shoulder Bags,Totes",22796,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AStoriarts
45725,B075TXW4R4,Aurora Designer,"Handmade Products,Jewelry,Rings,Band",23298,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AAurora+Designer
1394,B07HYFRG2J,Bridal Valentine,"Handmade Products,Clothing, Shoes & Accessories,Women,Shoes,Sneakers & Athletic Shoes",24232,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ABridal+Valentine
50499,B08ZVXRW3F,Cloth & Cord,"Handmade Products,Jewelry,Necklaces,Choker",24509,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ACloth+&+Cord
50506,B087RFTYXG,SFdizayn,"Handmade Products,Clothing, Shoes & Accessories,Luggage & Travel Gear,Key & Identification Accessories,Keychains & Keyrings",24540,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ASFdizayn
50524,B01IBSMB2M,ASHYL,"Handmade Products,Jewelry,Necklaces,Pendant",27372,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AASHYL
44170,B01F523KZ4,ODDBLANC,"Handmade Products,Handmade Wedding,Jewelry & Jewelry Accessories,Necklaces,Pendants",28279,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AODDBLANC
44598,B07VWGL4T8,Dr. Gavrielov,"Handmade Products,Jewelry,Necklaces",28619,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ADr.+Gavrielov
50759,B07C9F5597,BBBGEM,"Handmade Products,Jewelry,Rings,Wedding & Engagement,Wedding",28677,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ABBBGEM
50525,B084HCRFW3,Calligraphy for God,"Handmade Products,Home & Kitchen,Artwork,Paintings",29603,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ACalligraphy+for+God
1037,B071SG1K6Q,JeweeDiamond,Handmade,29676,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AJeweeDiamond
50761,B081J29MBD,CRUX CRYSTALS,"Handmade Products,Jewelry,Bracelets,Wrap",30062,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ACRUX+CRYSTALS
50514,B07QWFGV7V,AYALZ,"Handmade Products,Jewelry,Charms",31166,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AAYALZ
50515,B08X8R6LTM,Immaculata Designs,"Handmade Products,Jewelry,Prayer & Meditation Beads",31573,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AImmaculata+Designs
1397,B01B52NMJM,CERAMICHE D'ARTE PARRINI since 1979,"Handmade Products,Home & Kitchen,Kitchen & Dining,Tableware,Dishware & Serveware,Serving Dishes",31608,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ACERAMICHE+D'ARTE+PARRINI+since+1979
1396,B079S34VHS,Blue World Treasures,"Handmade Products,Jewelry,Prayer & Meditation Beads",31751,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ABlue+World+Treasures
50532,B07FKG8ML3,MyWhys,"Handmade Products,Jewelry,Bracelets,Bangle",32026,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AMyWhys
50531,B08NY2J4P6,Hall of Fame Replicas,"Handmade Products,Sports & Outdoors,Sports & Fitness",32164,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AHall+of+Fame+Replicas
45440,B01KYOIVAC,Elaine Coyne Collectible Artwear,"Handmade Products,Jewelry,Bracelets,Cuff",32226,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AElaine+Coyne+Collectible+Artwear
50760,B07GFQ73R7,LMWOOD,"Handmade Products,Jewelry,Watches",32799,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ALMWOOD
43475,B0725F8J8G,Kartini Studio,"Handmade Products,Jewelry,Bracelets,Stretch",33581,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AKartini+Studio
45441,B0828S5XN7,Pharos Artisans,"Handmade Products,Beauty & Grooming,Skin Care,Feet, Hands & Nails",33715,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3APharos+Artisans
43706,B08CCZW9NG,RazberryBells,"Handmade Products,Jewelry,Necklaces,Pendant",34753,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ARazberryBells
50763,B08RX3R8JP,GlobalHandmade,"Handmade Products,Clothing, Shoes & Accessories,Women,Shoes,Sandals",36994,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AGlobalHandmade
50537,B091Q56G9Y,Panoply Jewelry,"Handmade Products,Jewelry,Rings,Stacking",37136,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3APanoply+Jewelry
399,B0842BMFX2,aSignofJoy,"Handmade Products,Stationery & Party Supplies,Party Supplies,Decorations",37381,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AaSignofJoy
50530,B01FRMMIEQ,Spicer Bags and Kroutons Accessories,"Handmade Products,Clothing, Shoes & Accessories,Handbags & Shoulder Bags",37382,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ASpicer+Bags+and+Kroutons+Accessories
50535,B07MVG9XHM,MoonliDesigns,"Handmade Products,Jewelry,Rings,Stacking",38040,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AMoonliDesigns
44173,B01IBVYRP8,Metal Some Art,"Handmade Products,Clothing, Shoes & Accessories,Men,Accessories,Belt Buckles",38706,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AMetal+Some+Art
44600,B07DBCBPZN,TSNjewelry,"Handmade Products,Jewelry,Rings,Statement",39259,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ATSNjewelry
44178,B081QVX6DJ,KLAMRA,"Handmade Products,Clothing, Shoes & Accessories,Men,Accessories,Belts",39485,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AKLAMRA
50538,B016QQISV4,Oaklee Mae,"Handmade Products,Jewelry,Necklaces,Pendant",39544,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AOaklee+Mae
45450,B08VN4LVMG,TheVestment,"Handmade Products,Clothing, Shoes & Accessories,Men,Clothing",39564,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ATheVestment
1334,B072KFK92G,Violet Flame Orgone,"Handmade Products,Home & Kitchen,Artwork,Mixed Media",39575,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AViolet+Flame+Orgone
45446,B07M9HJT4P,ItalianHandbags,"Handmade Products,Clothing, Shoes & Accessories,Luggage & Travel Gear,Luggage",40242,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AItalianHandbags
45452,B07PKSS41P,ALEXIVAN Craft,"Handmade Products,Toys & Games,Pretend Play",40838,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AALEXIVAN+Craft
45448,B06XH27K7Y,avi meshulam,"Handmade Products,Jewelry,Rings,Band",41260,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3Aavi+meshulam
50765,B08BG3R2RW,CamHarness,"Handmade Products,Electronics Accessories,Camera & Photo Accessories",42202,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ACamHarness
45447,B07DHCQLKP,Marty Magic Jewelry,"Handmade Products,Jewelry,Necklaces,Pendant",43284,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AMarty+Magic+Jewelry
45445,B08X274QQV,JSVConcepts,"Handmade Products,Handmade Wedding,Jewelry & Jewelry Accessories,Earrings,Stud Earrings",43736,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AJSVConcepts
45455,B086SP4FRX,H&X Jewelry,"Handmade Products,Jewelry,Earrings,Stud",44833,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AH&X+Jewelry
1398,B0764C7PMP,White Lily,Handmade,47029,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AWhite+Lily
50980,B01MQVMLR3,Magic Ethnics,"Handmade Products,Jewelry,Earrings",47164,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AMagic+Ethnics
401,B08JCP6T15,Allincork,"Handmade Products,Home & Kitchen,Home Décor,Memo Boards",47253,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AAllincork
43708,B077C8QLJY,Restless Remedy Fidget Quilts,"Handmade Products,Home & Kitchen,Bedding,Blankets & Quilts",48113,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ARestless+Remedy+Fidget+Quilts
45459,B07Q1JMHZC,Ette Tete,"Handmade Products,Toys & Games,Learning & Education",48136,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AEtte+Tete
45454,B07MFLWY7C,Baltinester Jewelry & Judaica,"Handmade Products,Jewelry,Rings,Band",48546,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ABaltinester+Jewelry+&+Judaica
50981,B084KPC1C8,BaldurJewelry,"Handmade Products,Jewelry,Necklaces",49357,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ABaldurJewelry
985,B08XN5KJCR,Denique Vintage Designs,"Handmade Products,Jewelry,Necklaces",49900,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ADenique+Vintage+Designs
45609,B01997GQDO,Lisa Russo Fine Art,"Handmade Products,Home & Kitchen,Artwork,Prints",50252,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ALisa+Russo+Fine+Art
1399,B07VJGZ819,De Kulture Works,Handmade,51245,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ADe+Kulture+Works
45460,B07FDFQXRX,Texas Gravestone Care,"Handmade Products,Home & Kitchen,Patio, Lawn & Garden",51397,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ATexas+Gravestone+Care
43483,B0915W1VJC,Third Eye Pinecones,"Handmade Products,Jewelry,Necklaces",51781,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AThird+Eye+Pinecones
50984,B06XW9Q9SF,Holy Land Jewelry,"Handmade Products,Jewelry,Rings,Stacking",52769,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AHoly+Land+Jewelry
42903,B07QQK7537,SECRETIUM,"Handmade Products,Jewelry,Rings,Statement",52966,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ASECRETIUM
44442,B0933PY9MS,WoodPecStudio,Handmade,53645,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AWoodPecStudio
44601,B08GCTW1KG,Sivalya,"Handmade Products,Jewelry,Jewelry Sets",53788,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ASivalya
50985,B084G9FB75,Myera Jewelry,"Handmade Products,Jewelry,Necklaces,Pendant",54841,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AMyera+Jewelry
50766,B018UYHDCU,Arcanum Designs,"Handmade Products,Jewelry,Rings,Band",55092,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AArcanum+Designs
45458,B087JRT9QF,Amber Baltic,"Handmade Products,Jewelry,Prayer & Meditation Beads",55627,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AAmber+Baltic
45462,B0765BY1XH,OroSpot,"Handmade Products,Jewelry,Rings,Wedding & Engagement,Engagement",57334,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AOroSpot
50988,B07H25GNF5,Zulasurfing Studios,"Handmade Products,Jewelry,Necklaces,Pendant",58379,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AZulasurfing+Studios
45463,B07HT74SYM,BloomDiamonds,"Handmade Products,Jewelry,Necklaces,Pendant",58414,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ABloomDiamonds
988,B08FVBXQPB,BY SEAY,"Handmade Products,Clothing, Shoes & Accessories,Men,Shoes,Slippers",58689,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ABY+SEAY
42904,B07JG37FV2,Tales In Gold,Handmade,59174,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ATales+In+Gold
50767,B01GQND6IW,hippirhino,"Handmade Products,Clothing, Shoes & Accessories,Handbags & Shoulder Bags",59341,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3Ahippirhino
50991,B076X17ZJC,Emery and Opal,"Handmade Products,Jewelry,Necklaces,Pendant",60193,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AEmery+and+Opal
45465,B01MAT2US5,Mac's Gems,"Handmade Products,Jewelry,Necklaces",60831,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AMac's+Gems
50989,B084WV312X,Crazy Horse Craft,"Handmade Products,Clothing, Shoes & Accessories,Luggage & Travel Gear,Wallets & Bag Accessories",61533,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ACrazy+Horse+Craft
50992,B08LPX6DHF,World of Genuine Gem,"Handmade Products,Jewelry,Rings,Statement",62240,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AWorld+of+Genuine+Gem
50999,B089DV8N8W,Defiant Jewelry,"Handmade Products,Jewelry,Body Jewelry,Piercing Jewelry",62994,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ADefiant+Jewelry
51001,B071NG1W7N,Recneps Design,"Handmade Products,Pet Supplies,Cats,Collars, Leashes & Accessories",63204,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ARecneps+Design
50771,B07HLTYNKZ,Bones & Beads,Handmade,64506,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ABones+&+Beads
991,B07C7SB72S,ALGIS CRAFTS,"Handmade Products,Handmade Wedding,Wedding Décor,Dining & Tableware,Flatware & Utensils,Kitchen Knives",65048,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AALGIS+CRAFTS
989,B07VYV25XY,MERAN SHVIT - COINS JEWELRY,"Handmade Products,Jewelry,Necklaces",65379,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AMERAN+SHVIT+-+COINS+JEWELRY
50998,B08MJ1NTKS,Kahili Creations,"Handmade Products,Jewelry,Earrings,Drop & Dangle",66978,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AKahili+Creations
44195,B08WCYL1GR,unijade,"Handmade Products,Jewelry,Earrings,Drop & Dangle",67291,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3Aunijade
44203,B07NPG5Y77,Designer Handmade Jewelry,"Handmade Products,Jewelry,Rings,Wedding & Engagement,Wedding",67563,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ADesigner+Handmade+Jewelry
50995,B08LW5KJLM,Royal Candles,"Handmade Products,Handmade Wedding,Wedding Décor,Candles & Holders,Candles",67799,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ARoyal+Candles
45474,B07468ZZLL,InTheTime,"Handmade Products,Home & Kitchen,Home Décor,Clocks",68473,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AInTheTime
45473,B08M5W26X8,BlackTree,"Handmade Products,Jewelry,Rings,Statement",68706,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ABlackTree
51005,B0851S3RPY,Tequila Sunrise Shop,"Handmade Products,Jewelry,Necklaces,Pendant",69272,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ATequila+Sunrise+Shop
45468,B07MRZT34W,Bikini For Champion,"Handmade Products,Clothing, Shoes & Accessories,Women,Clothing,Swimwear,Two Pieces",69316,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3ABikini+For+Champion
43486,B07RLQZNK3,WOODANDROOT,"Handmade Products,Home & Kitchen,Home Décor,Clocks",69360,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AWOODANDROOT
51004,B07JBNXFB8,The Forged Word,"Handmade Products,Jewelry,Necklaces,Pendant",70180,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AThe+Forged+Word
862,B085DSV8RT,Jewelry By TM,"Handmade Products,Jewelry,Rings,Statement",72824,https://www.amazon.com/s?rh=n%3A11260432011%2Cp_89%3AJewelry+By+TM
